teamId,name,createdAt,updatedAt,adminId,schoolId
d57a0ed7-041d-458c-bb00-dfe9d6dc9b3b,High,2024-03-13 18:49:59.427,2024-03-13 18:49:59.427,a20f6805-417b-49cf-9832-8c8c6f97af18,9e4386f0-e60b-415e-ae94-21cbae1cbd87
3b9d46c6-ed1c-4d50-b841-f833bca1529e,Middle,2024-03-13 18:50:00.411,2024-03-13 18:50:00.411,a20f6805-417b-49cf-9832-8c8c6f97af18,9e4386f0-e60b-415e-ae94-21cbae1cbd87
2ec4c5f6-26e9-44dd-aa08-8a1710bb4f90,Primary,2024-03-13 18:50:01.397,2024-03-13 18:50:01.397,a20f6805-417b-49cf-9832-8c8c6f97af18,9e4386f0-e60b-415e-ae94-21cbae1cbd87
82db56b7-e368-4ab2-bec7-f80b90cb3b9d,High,2024-03-13 18:50:23.515,2024-03-13 18:50:23.515,a20f6805-417b-49cf-9832-8c8c6f97af18,b9506fb4-b1a3-4c12-85c7-04ac0558dfdc
66b8cd11-4e49-4a0c-a926-d1a5f75849ad,Middle,2024-03-13 18:50:24.513,2024-03-13 18:50:24.513,a20f6805-417b-49cf-9832-8c8c6f97af18,b9506fb4-b1a3-4c12-85c7-04ac0558dfdc
83b59967-c898-4afe-a9dc-7963a9af7ac9,Primary,2024-03-13 18:50:25.511,2024-03-13 18:50:25.511,a20f6805-417b-49cf-9832-8c8c6f97af18,b9506fb4-b1a3-4c12-85c7-04ac0558dfdc
41bd1214-c4c5-4e3a-b491-1597aad6d970,High,2024-03-13 18:51:29.759,2024-03-13 18:51:29.759,a20f6805-417b-49cf-9832-8c8c6f97af18,f6178709-a3b9-4f38-84f4-9220747d7882
d8b374a3-d22a-452a-b567-c038a8a34ad4,Middle,2024-03-13 18:51:30.739,2024-03-13 18:51:30.739,a20f6805-417b-49cf-9832-8c8c6f97af18,f6178709-a3b9-4f38-84f4-9220747d7882
933a525b-8941-48fa-bb8c-54207a2beaeb,Primary,2024-03-13 18:51:31.723,2024-03-13 18:51:31.723,a20f6805-417b-49cf-9832-8c8c6f97af18,f6178709-a3b9-4f38-84f4-9220747d7882
92f6548a-6c8f-4406-aabe-032d8fffe733,High,2024-03-13 18:51:57.024,2024-03-13 18:51:57.024,a20f6805-417b-49cf-9832-8c8c6f97af18,d430908e-dbc6-44f2-b371-e80f626d551c
3d4dd29e-ffad-4a59-b85a-fc54ec984666,Middle,2024-03-13 18:51:58.011,2024-03-13 18:51:58.011,a20f6805-417b-49cf-9832-8c8c6f97af18,d430908e-dbc6-44f2-b371-e80f626d551c
5c6c5ee1-e881-420c-bf87-9deb21b59e07,Primary,2024-03-13 18:51:59.013,2024-03-13 18:51:59.013,a20f6805-417b-49cf-9832-8c8c6f97af18,d430908e-dbc6-44f2-b371-e80f626d551c
be348721-4fd2-4c7b-8113-841e5dbd87f1,High,2024-03-13 18:52:17.81,2024-03-13 18:52:17.81,a20f6805-417b-49cf-9832-8c8c6f97af18,7060e930-6cfc-43ff-beb9-a06bf91f4e10
f1a9c802-532e-4347-b937-744adeccfab9,Middle,2024-03-13 18:52:18.799,2024-03-13 18:52:18.799,a20f6805-417b-49cf-9832-8c8c6f97af18,7060e930-6cfc-43ff-beb9-a06bf91f4e10
3846d11f-dcf6-4f82-931e-9f4455f7de8f,Primary,2024-03-13 18:52:19.794,2024-03-13 18:52:19.794,a20f6805-417b-49cf-9832-8c8c6f97af18,7060e930-6cfc-43ff-beb9-a06bf91f4e10
